,distance,dt,T,rssi_0,rssi_1,rssi_2,rssi_3,rssi_4
89,231.902911978,0.132,54.067,70,57,60,57,62
90,231.91284613,0.119,54.186,70,57,60,57,62
91,231.923608348,0.132,54.318,70,57,60,57,62
92,231.917813279,0.111,54.429,70,57,60,57,62
93,231.88194481,0.11,54.539,70,57,60,57,62
94,230.535385546,0.141,54.68,71,57,60,57,62
95,228.709368031,0.101,54.781,71,57,60,57,62
96,228.152404811,0.141,54.922,68,57,60,57,62
97,228.129670854,0.091,55.013,68,57,60,57,62
98,228.141922934,0.151,55.164,68,57,60,57,62
99,228.152404811,,,68,57,60,57,62
100,228.152525333,,,68,57,60,57,62
101,228.144036924,0.131,55.516,68,57,60,57,62
102,228.147576143,,,68,57,60,57,62
103,228.163127836,0.099,55.747,68,57,60,57,62
104,228.127075298,,,68,57,60,57,62
105,228.163127836,0.133,56.001,68,57,60,57,62
106,228.152404811,,,68,57,60,57,62
107,228.141682022,,,68,57,60,57,62
108,228.141682022,0.14,56.35,68,57,60,57,62
109,228.160774096,,,68,57,60,57,62
110,228.152404811,0.14,56.604,68,57,60,57,62
111,227.59060833,0.111,56.715,67,57,60,57,62
112,224.466361034,,,63,57,60,57,62
113,224.34488628,0.121,56.956,61,57,60,57,62
114,224.309614319,0.112,57.068,60,57,60,57,62
115,224.311346347,,,59,57,60,57,62
116,224.312943953,0.123,57.32,59,57,60,57,62
117,224.294964565,,,59,57,60,57,62
118,224.312855719,0.12,57.559,59,57,60,57,62
119,224.273700253,0.123,57.682,59,57,60,57,62
120,224.294964565,0.12,57.802,59,57,60,57,62
121,224.329370848,0.122,57.924,59,57,60,57,62
122,224.323532328,0.118,58.042,59,57,60,57,62
123,224.307194677,0.122,58.164,59,57,60,57,62
124,224.310570674,0.102,58.266,58,57,60,57,62
125,224.312989067,0.141,58.407,58,57,60,57,62
126,224.340691987,0.122,58.529,58,57,60,57,62
127,224.326952418,0.118,58.647,58,57,60,57,62
128,224.312899504,,,58,57,60,57,62
129,224.311392062,0.132,58.89,58,57,60,57,62
130,224.322711041,0.101,58.991,58,57,60,57,62
131,222.755057965,0.149,59.14,58,57,60,57,62
132,220.879906712,0.111,59.251,59,57,60,57,62
133,220.372359074,0.11,59.361,60,57,60,57,62
134,220.382991633,0.124,59.485,60,57,60,57,62
135,220.372359074,0.11,59.595,60,57,60,57,62
136,220.377266377,0.099,59.694,60,57,60,57,62
137,220.363333738,0.15,59.844,60,57,60,57,62
138,220.373966496,0.112,59.956,60,57,60,57,62
139,220.375659557,,,60,57,60,57,62
140,220.363333738,,,60,57,60,57,62
141,220.363333738,,,60,57,60,57,62
142,220.384627433,,,60,57,60,57,62
143,220.037982185,0.153,60.582,60,57,61,57,62
144,219.698748162,0.12,60.702,61,57,61,57,62
145,217.780363128,0.101,60.803,62,57,61,57,62
146,216.553973512,0.119,60.922,64,56,60,57,62
147,216.526895006,0.121,61.043,66,56,60,57,62
148,216.548271896,0.103,61.146,66,56,60,57,62
149,216.558960491,,,66,56,60,57,62
150,216.553973512,0.09,61.376,66,56,60,57,62
151,216.554073527,0.161,61.537,66,56,60,57,62
152,216.576979626,0.133,61.67,66,56,60,57,62
153,216.568734588,0.079,61.749,66,56,60,57,62
154,216.558046142,0.143,61.892,66,56,60,57,62
155,216.548986885,0.11,62.002,66,56,60,57,62
156,216.530868841,0.15,62.152,66,56,60,57,62
157,216.555702509,,,66,56,60,57,62
158,216.536054402,0.092,62.354,66,56,60,57,62
159,216.559774991,0.12,62.474,66,56,60,57,62
160,216.553973512,0.151,62.625,66,56,60,57,62
161,216.553973512,0.102,62.727,66,56,60,57,62
162,216.479553593,0.129,62.856,66,56,60,57,62
163,214.84092089,0.112,62.968,65,56,60,57,62
164,213.036713383,0.12,63.088,63,56,60,57,62
165,212.632559334,0.122,63.21,60,56,60,57,62
166,212.573311824,0.13,63.34,58,57,60,57,62
167,212.592304708,0.101,63.441,58,57,60,57,62
168,212.587270785,0.141,63.582,58,57,60,57,62
169,212.572500435,0.101,63.683,58,57,60,57,62
170,212.584671451,,,58,57,60,57,62
171,212.587270785,0.13,63.955,58,57,60,57,62
172,212.587270785,0.101,64.056,58,57,60,57,62
173,212.580614405,,,58,57,60,57,62
174,211.679160287,0.101,64.278,58,57,60,57,62
175,209.713257197,0.141,64.419,58,57,60,57,62
176,208.895538069,0.11,64.529,58,57,60,57,62
177,208.814026818,,,58,57,60,57,62
178,208.820961113,0.121,64.762,58,57,60,57,62
179,208.850858722,0.131,64.893,58,57,60,57,62
180,208.820961113,0.12,65.013,58,57,60,57,62
181,208.832273454,,,58,57,60,57,62
182,208.819109818,0.121,65.256,58,57,60,57,62
183,208.832273454,,,58,57,60,57,62
184,208.832273454,,,58,57,60,57,62
185,208.822577141,0.11,65.618,58,57,60,57,62
186,208.798439113,0.109,65.727,58,57,60,57,62
187,208.816685693,0.114,65.841,58,57,60,57,62
188,208.813218751,,,58,57,60,57,62
189,208.832273454,,,58,57,60,57,62
190,208.817493733,,,58,57,60,57,62
191,208.600543393,0.111,66.332,58,57,60,57,62
192,206.915995515,,,58,57,60,57,62
193,205.311063085,0.121,66.575,57,57,60,57,62
194,205.062679598,0.11,66.685,57,57,60,57,62
195,205.055937854,,,57,57,60,57,62
196,205.066399003,,,57,57,60,57,62
197,205.062679598,0.113,67.068,57,57,60,57,62
198,205.058853074,0.1,67.168,57,57,60,57,62
199,205.06448626,0.141,67.309,57,57,60,57,62
200,205.074143346,,,57,57,60,57,62
201,205.056135934,0.13,67.55,57,57,60,58,62
202,205.069314772,0.112,67.662,57,57,60,58,62
203,205.066399003,0.13,67.792,57,57,60,58,62
204,205.079274662,0.11,67.902,57,57,60,58,62
205,205.051914412,0.114,68.016,57,57,60,58,62
206,205.061769331,0.117,68.133,57,57,61,58,62
207,205.05211213,0.123,68.256,57,57,61,58,62
208,205.06448626,0.142,68.398,57,57,61,58,62
209,205.072231577,,,57,57,61,58,62
210,204.016207993,0.118,68.616,57,57,61,58,62
211,202.03864982,0.135,68.751,58,57,61,58,62
212,201.217822213,0.119,68.87,59,57,61,58,62
213,201.17651907,0.12,68.99,59,57,61,58,62
214,201.142918702,0.123,69.113,59,57,61,58,62
215,201.162582256,0.1,69.213,59,57,61,58,62
216,201.164986588,0.142,69.355,59,57,61,58,62
217,201.18095557,0.1,69.455,59,57,61,58,62
218,201.169364569,0.12,69.575,59,57,61,58,62
219,201.141745384,0.13,69.705,59,57,61,58,62
220,201.166158906,,,59,57,61,58,62
221,201.16856315,0.101,69.939,59,57,61,58,62
222,201.182558389,,,59,57,61,58,62
223,201.163383698,,,59,57,61,58,62
224,199.192827885,,,58,57,61,58,62
225,197.595350441,,,57,57,61,58,62
226,197.317897366,0.11,70.551,57,57,61,58,62
227,197.291483701,0.111,70.662,57,57,61,58,62
228,197.28988687,0.111,70.773,57,57,61,58,62
229,197.291916195,,,57,57,61,58,62
230,197.282269069,,,57,57,61,58,62
231,197.285096419,0.11,71.155,57,57,61,58,62
232,197.29228212,,,57,57,61,58,62
233,197.269062359,,,57,57,61,58,62
234,197.300266406,0.054,71.583,57,57,61,58,62
235,197.308316675,,,57,57,61,58,62
236,197.312308597,0.11,71.87,57,57,61,58,62
237,197.281104427,0.111,71.981,57,57,61,58,62
238,197.285462822,0.151,72.132,57,57,61,58,62
239,194.258015765,0.124,72.256,58,57,61,58,62
240,193.558393473,,,56,57,61,58,62
241,193.475097263,,,56,57,61,58,62
242,193.476494428,0.132,72.608,55,57,61,58,62
243,193.47331295,0.091,72.699,55,57,61,58,62
244,193.512780394,0.148,72.847,55,57,61,58,62
245,193.468540792,0.092,72.939,55,57,61,58,62
246,193.472216427,0.13,73.069,55,57,61,58,62
247,193.47161665,0.131,73.2,55,57,61,58,62
248,193.473011751,0.103,73.303,55,57,61,58,62
249,193.467939721,0.13,73.433,55,57,61,58,62
250,193.491498325,0.118,73.551,55,57,61,58,62
251,193.471120832,0.123,73.674,55,57,61,58,62
252,193.102152717,,,55,57,61,58,62
253,191.284011159,0.132,73.926,55,57,61,58,62
254,190.044836502,,,55,57,61,58,62
255,189.791497902,0.132,74.167,55,57,61,58,62
256,189.826193843,,,55,57,61,58,62
257,189.821922625,0.153,74.419,55,57,61,58,62
258,189.842530085,0.099,74.518,55,57,61,58,62
259,189.846249634,0.143,74.661,55,57,61,58,62
260,189.831983354,0.101,74.762,55,57,61,58,62
261,189.829605702,0.109,74.871,55,57,61,58,62
262,189.832226189,0.12,74.991,55,57,61,58,62
263,189.83009199,0.132,75.123,55,57,61,58,62
264,189.799180915,0.091,75.214,55,57,61,58,62
265,189.82033749,,,55,57,61,58,62
266,189.826193843,0.112,75.466,55,57,61,58,62
267,189.811619391,0.13,75.596,55,57,61,58,62
268,186.044220247,0.121,75.717,56,56,61,58,61
269,186.067174342,0.132,75.849,56,56,61,58,61
270,186.044378151,0.109,75.958,56,56,61,58,61
271,186.046094428,0.124,76.082,56,56,61,58,61
272,186.033719813,0.13,76.212,56,56,61,58,62
273,186.025866772,0.098,76.31,56,56,61,58,62
274,186.056594729,0.153,76.463,56,56,61,58,62
275,186.055331516,0.1,76.563,56,56,61,58,62
276,186.046094428,,,56,56,61,58,62
277,186.056594729,0.092,76.796,56,56,61,58,62
278,185.49606138,,,56,56,61,58,62
279,182.576635906,0.141,77.067,57,56,61,58,62
280,182.380456936,,,58,56,61,58,62
281,182.352060479,0.113,77.279,59,56,61,58,62
282,182.385732019,0.13,77.409,59,56,61,58,62
283,182.380456936,0.121,77.53,59,56,61,58,62
284,182.365550861,0.112,77.642,59,56,61,58,62
285,182.372791872,0.142,77.784,59,56,61,58,62
286,182.364528429,,,59,56,61,58,62
287,182.380456936,0.09,78.003,59,56,61,58,62
288,182.380456936,,,59,56,61,58,62
289,182.380456936,0.099,78.244,59,56,61,58,62
290,180.800360664,0.12,78.364,59,56,61,58,62
291,178.508637202,,,56,56,61,58,62
292,178.519788228,,,54,56,61,58,62
293,178.518272437,0.142,78.729,54,56,61,58,62
294,178.517545023,0.119,78.848,54,56,61,58,62
295,178.511169212,0.132,78.98,54,56,61,58,62
296,178.524281266,,,54,56,61,58,62
297,178.506416625,0.099,79.222,54,56,61,58,62
298,178.514877228,,,54,56,61,58,62
299,178.52276488,0.131,79.463,54,56,61,58,62
300,174.849583941,,,57,56,61,58,61
301,174.843683641,0.124,79.707,59,56,60,58,62
302,174.830391283,0.11,79.817,59,56,61,58,62
303,174.818660643,,,59,56,61,58,62
304,174.856697415,,,59,56,61,58,62
305,174.852889074,0.131,80.178,59,56,61,58,62
306,174.696197264,0.112,80.29,59,56,61,58,62
307,173.269381064,0.149,80.439,59,56,61,58,62
308,171.520825886,0.093,80.532,59,56,61,58,62
309,171.093229174,0.12,80.652,58,56,61,58,62
310,171.097404975,0.129,80.781,58,56,61,58,62
311,171.098284128,,,58,57,61,60,62
312,171.077131739,0.112,81.015,58,58,61,59,62
313,171.078531477,0.131,81.146,58,58,61,59,62
314,171.098284128,,,58,58,61,59,62
315,171.100293632,,,58,58,61,59,62
316,167.29608334,,,58,57,61,58,62
317,167.122175173,,,58,57,61,58,62
318,167.142173153,0.11,81.729,57,57,61,58,62
319,167.111709286,,,57,57,61,58,62
320,167.10384221,0.089,81.96,57,57,61,58,62
321,167.122175173,0.122,82.082,57,57,61,58,62
322,167.123800848,0.122,82.204,57,57,61,58,62
323,167.123800848,0.148,82.352,57,57,61,58,62
324,167.112212225,0.102,82.454,57,57,61,58,62
325,167.124886095,0.141,82.595,57,57,61,58,62
326,167.165349994,,,57,57,61,58,62
327,167.129189405,,,57,57,61,58,62
328,163.309461832,0.122,82.948,57,57,61,58,62
329,163.316753645,0.12,83.068,57,57,61,58,62
330,163.294446094,0.132,83.2,57,57,61,58,62
331,163.300627154,,,57,56,61,58,62
332,163.309461832,0.13,83.421,57,56,61,58,62
333,163.303281351,0.112,83.533,57,56,61,58,62
334,160.360649649,,,55,56,61,58,62
335,159.452554774,0.111,83.783,55,56,61,58,62
336,159.44925865,0.112,83.895,54,56,61,58,62
337,159.45002894,,,54,56,61,58,62
338,159.471256206,0.118,84.144,54,56,61,58,62
339,159.441555888,,,54,56,61,58,62
340,159.432312911,,,53,56,61,58,62
341,159.441555888,,,53,56,61,58,62
342,159.447379436,0.152,84.651,55,56,61,58,61
343,159.12990833,0.089,84.74,55,56,61,58,61
344,155.745227423,,,56,56,61,58,61
345,155.448063651,0.13,84.991,57,56,61,58,61
346,155.431807057,0.122,85.113,57,56,61,58,61
347,155.442825688,,,57,56,60,58,61
348,155.438200202,0.132,85.345,57,56,60,58,61
349,155.428990092,0.12,85.465,57,56,60,58,61
350,155.430124905,0.13,85.595,57,56,60,58,61
351,155.434605317,0.121,85.716,57,56,60,58,61
352,155.434360735,,,57,56,61,58,61
353,155.431026764,,,57,56,61,58,61
354,154.216538153,,,57,57,61,58,61
355,151.520864339,,,54,56,61,58,61
356,151.47773954,0.11,86.3,54,56,61,58,61
357,151.465917995,0.132,86.432,54,56,61,58,61
358,151.479061183,,,53,56,61,58,61
359,151.466869635,0.152,86.684,52,56,61,58,61
360,151.48352823,0.121,86.805,51,56,61,58,62
361,151.472808784,0.1,86.905,51,56,61,58,62
362,151.488184374,0.092,86.997,52,56,61,58,62
363,151.47810894,,,52,56,61,58,61
364,151.488827641,0.091,87.269,51,56,61,58,61
365,151.478231235,0.12,87.389,51,56,61,58,61
366,151.474770101,0.122,87.511,52,56,61,58,61
367,149.21747646,0.119,87.63,52,56,61,58,61
368,147.709718858,0.112,87.742,52,56,61,58,61
369,147.488336912,0.15,87.892,52,56,61,58,61
370,147.479329731,0.09,87.982,52,56,61,58,62
371,147.479329731,,,52,56,61,58,62
372,147.451446439,,,52,56,61,58,62
373,147.486032152,,,52,56,61,58,62
374,147.472466668,,,52,56,61,58,62
375,147.473704354,,,52,56,61,58,62
376,147.46025732,,,52,56,61,58,62
377,147.439237237,,,52,56,61,58,62
378,147.476878357,,,52,56,61,58,62
379,147.431243246,0.112,89.082,52,56,61,58,62
380,144.200830455,,,54,56,61,58,62
381,143.635603567,0.109,89.322,55,56,60,58,61
382,143.62249405,,,55,56,60,58,61
383,143.628420213,0.119,89.563,55,56,60,58,61
384,143.646910962,0.112,89.675,55,56,60,62,61
385,143.642290503,0.131,89.806,55,56,60,60,61
386,143.639080911,0.122,89.928,55,56,60,59,61
387,143.628924389,,,55,56,60,59,61
388,143.643700179,,,55,56,60,59,61
389,143.107667639,0.11,90.279,54,56,61,59,61
390,140.050954456,,,52,56,61,59,61
391,139.88619661,0.09,90.49,52,56,61,59,61
392,139.880994438,0.164,90.654,52,56,61,59,61
393,139.894987148,0.098,90.752,51,56,61,59,61
394,139.880994438,0.121,90.873,51,56,61,59,61
395,139.880994438,,,51,56,61,59,61
396,139.89433614,0.12,91.135,52,56,61,59,61
397,139.880994438,0.09,91.225,52,56,61,59,61
398,139.857780209,0.131,91.356,52,56,61,59,61
399,138.319534372,0.131,91.487,51,56,61,59,61
400,136.491213094,,,51,56,61,59,61
401,135.99662273,0.129,91.738,51,56,61,59,61
402,135.920722048,,,51,56,61,59,61
403,135.90891541,,,51,56,61,59,61
404,135.901025993,0.111,92.091,52,56,61,59,61
405,135.923252555,0.121,92.212,52,56,61,59,61
406,135.923252555,,,51,56,61,59,61
407,135.920722048,,,51,56,61,59,61
408,135.946970268,,,51,56,61,58,61
409,135.93383439,0.14,92.696,51,56,61,58,61
410,135.94107287,,,51,56,61,58,61
411,135.920722048,0.13,92.937,51,57,61,58,61
412,132.139796405,0.092,93.029,49,57,61,58,61
413,132.038480622,,,49,57,61,58,61
414,132.024928684,0.099,93.279,51,57,61,58,61
415,132.038480622,,,51,57,61,58,61
416,132.052385624,,,51,57,61,58,61
417,132.046895223,0.118,93.661,51,57,61,58,61
418,132.038480622,,,51,57,61,58,61
419,132.024928684,,,51,57,61,58,61
420,132.038480622,0.099,93.993,51,57,61,58,61
421,132.031477595,,,51,57,61,58,61
422,131.943818446,0.113,94.237,51,57,61,58,61
423,128.615008086,0.139,94.376,51,57,61,58,61
424,128.194455173,0.092,94.468,51,57,61,58,61
425,128.203576307,,,51,57,61,58,61
426,128.196522293,0.102,94.72,51,57,61,58,61
427,128.191407029,0.12,94.84,52,57,61,58,61
428,128.200227964,,,52,57,61,58,61
429,128.194455173,,,52,57,61,58,61
430,128.204496528,,,51,57,61,58,61
431,128.207545164,,,51,57,61,58,61
432,128.194455173,,,52,57,61,58,61
433,128.194455173,0.119,95.575,52,57,61,58,61
434,128.191407029,,,52,57,61,58,61
435,128.209612253,0.121,95.818,51,57,61,58,61
436,128.194455173,0.122,95.94,52,57,61,58,61
437,127.282342361,,,52,57,61,58,61
438,124.236048412,,,52,57,61,58,61
439,124.156884626,,,51,57,61,58,61
440,124.160250531,,,51,57,61,58,61
441,124.156884626,,,50,57,61,58,61
442,124.156884626,0.13,96.664,50,57,60,58,61
443,124.157220495,,,50,57,60,58,61
444,124.141092991,,,50,57,60,58,61
445,124.149076344,,,50,57,60,58,61
446,124.160250531,,,50,56,60,58,60
447,124.156884626,,,51,56,60,58,61
448,124.160250531,0.142,97.379,51,56,60,58,61
449,124.147683361,,,51,56,60,58,61
450,124.156884626,,,51,56,60,58,61
451,123.96923232,,,51,56,60,58,61
452,120.497042329,,,50,56,60,58,61
453,120.487160681,,,50,56,60,58,61
454,120.531007152,,,50,56,60,58,61
455,120.510120604,0.122,98.215,50,56,61,58,62
456,120.50023856,,,50,56,61,58,62
457,120.510120604,0.129,98.476,50,56,61,58,62
458,120.510120604,,,49,56,61,58,62
459,119.427060723,0.11,98.69,49,56,61,58,62
460,117.485782604,0.13,98.82,50,56,61,58,62
461,116.684758833,0.13,98.95,51,56,61,58,61
462,116.670932464,0.122,99.072,52,56,61,58,61
463,116.684382845,0.113,99.185,52,56,61,58,61
464,116.697646669,,,52,56,61,58,61
465,116.684382845,,,52,56,61,58,61
466,116.685699998,0.101,99.535,52,56,61,58,61
467,116.665852232,,,51,56,61,58,61
468,116.690967692,,,50,56,61,58,61
469,116.673000347,0.121,99.899,51,56,61,58,61
470,116.669614562,,,51,56,61,58,61
471,116.6786441,,,50,56,61,58,61
472,116.673282104,,,51,56,61,58,61
473,116.447697461,0.14,100.4,51,56,61,58,61
474,114.709357988,,,50,56,61,58,61
475,112.959493457,,,49,56,61,58,61
476,112.959493457,0.099,100.74,49,56,61,58,61
477,112.946424684,0.123,100.87,49,56,61,58,61
478,112.959493457,,,49,56,61,58,61
479,112.959493457,0.131,101.12,49,56,61,58,61
480,112.959493457,,,49,56,61,58,61
481,112.948946564,0.119,101.36,49,56,61,58,61
482,112.959493457,,,49,56,61,58,61
483,112.967458182,,,49,56,61,58,61
484,112.959493457,,,49,56,61,58,61
485,112.959493457,,,49,56,61,58,61
486,112.950621751,0.149,101.96,49,56,61,58,61
487,109.936170135,,,49,56,61,58,61
488,109.169155923,0.112,102.17,49,56,61,58,61
489,109.088195626,0.149,102.32,49,56,61,58,61
490,109.10539565,0.122,102.44,49,56,61,58,61
491,109.079418627,,,51,56,61,58,61
492,109.119310922,0.13,102.67,49,56,61,58,61
493,109.079418627,,,49,56,61,58,61
494,109.087732638,,,49,56,62,58,61
495,109.074646779,0.11,103.03,49,56,62,58,61
496,109.10203549,,,50,56,62,58,61
497,109.074646779,,,50,56,62,58,61
498,109.088195626,,,49,56,62,58,61
499,109.074646779,0.11,103.5,49,56,62,58,61
500,109.087732638,0.119,103.62,49,56,62,58,61
501,109.10539565,0.123,103.75,49,56,62,58,61
502,108.717338732,,,50,56,62,58,61
503,106.917384391,0.122,103.99,50,56,62,58,61
504,105.275463903,0.121,104.11,50,56,62,58,61
505,105.294548791,0.149,104.26,49,56,62,58,61
506,105.294548791,,,48,56,62,58,61
507,105.294548791,,,48,56,62,58,61
508,105.294548791,,,48,56,62,58,61
509,105.285383834,,,48,56,62,58,61
510,105.29324824,0.081,104.82,48,56,62,58,61
511,105.294548791,0.132,104.95,48,56,61,58,61
512,105.284627862,0.098,105.05,48,56,61,58,61
513,105.294548791,,,48,56,61,58,61
514,105.294548791,,,48,56,61,58,61
515,105.284627862,,,48,56,61,58,61
516,101.923020604,,,48,56,61,58,61
517,101.39333452,,,48,56,61,58,61
518,101.3475756,,,48,56,61,58,61
519,101.322794563,,,48,56,61,58,61
520,101.342618399,,,48,57,61,58,61
521,101.329713441,0.133,106.16,48,57,61,58,61
522,101.331775416,0.111,106.27,48,57,61,58,61
523,101.340107011,,,48,57,61,58,61
524,101.321490761,0.09,106.5,48,57,61,58,61
525,101.332107498,,,48,57,61,58,61
526,101.330246797,,,48,57,61,58,61
527,101.319628898,,,48,57,61,58,61
528,101.319628898,,,48,57,61,58,61
529,101.340865518,,,49,57,61,58,61
530,98.8928661178,0.141,107.25,49,57,61,58,61
531,97.4733948624,,,49,57,61,58,61
532,97.4977904416,,,49,57,61,58,61
533,97.5172114552,,,49,57,61,58,61
534,97.5099256743,0.12,107.72,49,57,61,58,61
535,97.5110180646,,,49,57,61,58,61
536,97.5112395778,,,49,57,61,58,61
537,97.4988680601,,,49,57,61,58,61
538,97.5110036509,0.143,108.21,49,57,61,58,61
539,97.5172114552,0.079,108.29,49,57,61,58,61
540,97.5086264748,,,49,57,61,58,61
541,97.5047444179,0.128,108.57,49,57,61,58,61
542,97.485640399,,,49,57,61,58,61
543,96.0412485185,0.122,108.81,49,57,61,58,61
544,93.7586937676,0.122,108.93,49,57,61,58,61
545,93.7085476838,,,49,57,61,58,61
546,93.6963919156,0.112,109.15,50,57,61,58,61
547,93.6962800222,,,50,57,61,58,61
548,93.6993832904,,,50,57,61,58,61
549,93.708381098,,,49,56,61,58,61
550,93.6924064906,0.151,109.68,50,56,61,58,61
551,93.6948648006,0.09,109.77,50,56,61,58,61
552,93.694234321,,,50,56,61,58,61
553,93.6838828241,0.123,110.01,50,56,61,58,61
554,93.6948648006,,,51,56,61,58,61
555,93.6972895286,,,51,56,61,58,61
556,93.7081377149,0.099,110.37,51,56,61,58,61
557,92.9282614063,0.123,110.49,51,56,61,58,61
558,89.9996138936,,,48,56,61,58,61
559,89.9801390197,0.132,110.73,48,56,61,58,61
560,89.985401955,,,48,56,61,58,61
561,89.9801390197,0.132,110.97,48,56,61,58,61
562,90.0024073122,,,48,56,61,58,61
563,89.9996138936,,,48,56,61,58,61
564,89.9943509783,0.11,111.33,47,56,61,58,61
565,89.9952618142,0.132,111.46,47,56,61,58,61
566,89.9996138936,0.09,111.55,47,56,61,58,61
567,88.3790855916,,,47,56,61,58,61
568,86.4881389903,,,47,56,61,58,61
569,86.1018581971,0.101,111.94,48,57,61,58,61
570,86.0841223746,,,48,57,61,58,61
571,86.091448501,0.103,112.17,49,57,61,58,61
572,86.0779341585,,,49,57,61,58,61
573,86.0905250652,,,49,57,61,58,61
574,86.0905250652,0.132,112.55,49,56,61,58,61
575,86.1030423853,,,49,56,61,58,61
576,86.0855400924,0.11,112.77,49,56,61,58,61
577,86.1034051882,0.149,112.92,49,56,61,58,61
578,86.0655586225,,,49,56,61,58,61
579,86.0905250652,0.129,113.15,49,56,61,58,61
580,86.0708153557,0.101,113.25,49,56,61,58,61
581,86.0779341585,,,49,56,61,58,61
582,82.4252357109,,,48,56,61,58,61
583,82.3949346137,0.132,113.63,48,56,61,58,61
584,82.4125842636,,,48,56,61,58,61
