x,y,angle,ID,dt,T,obj0,rssi0,obj1,rssi1,obj2,rssi2,obj3,rssi3,obj4,rssi4
-201.29,96.413,180,1,0.129,38.927,3,58,2,61,0,52,4,60,1,53
-201.29,96.446,180,1,0.08,39.007,3,58,2,61,0,52,4,60,1,53
-201.28,96.41,180,1,0.153,39.16,-4,73,2,61,0,52,4,60,1,53
-201.28,96.431,180,1,0.1,39.26,-4,3,0,52,4,60,1,53,3,58
-201.31,96.438,180,1,0.11,39.37,1,53,3,58,2,60,0,52,4,60
-201.32,96.435,-174.29,1,0.131,39.501,2,59,0,52,4,60,1,53,3,58
-201.31,96.438,180,1,0.123,39.624,0,52,4,60,1,53,3,58,2,59
-201.3,96.437,180,1,0.108,39.732,2,59,0,52,4,60,1,53,3,58
-201.24,96.023,180,2,0.141,39.873,0,52,4,60,1,53,3,58,2,60
-201.12,94.054,-174.29,1,0.112,39.985,4,60,1,53,3,58,2,60,0,52
-201.18,92.366,180,1,0.11,40.095,2,60,0,52,4,60,1,53,3,58
-201.13,92.211,-174.29,1,0.132,40.227,4,60,1,53,3,58,2,60,0,52
-201.13,92.231,-174.29,1,0.118,40.345,0,52,4,60,1,53,3,58,2,60
-201.13,92.223,-174.29,1,0.093,40.438,4,60,1,53,3,58,2,60,0,52
-201.1,92.217,-174.29,1,0.159,40.597,1,53,3,58,2,60,0,52,4,60
-201.13,92.215,-174.29,1,0.113,40.71,2,60,0,52,4,60,1,53,3,58
-201.12,92.234,180,1,0.122,40.832,3,58,2,60,0,52,4,60,1,53
-201.13,92.22,-174.29,1,0.089,40.921,-35,-43,2,60,0,52,4,60,1,53
-201.11,92.203,-174.29,1,0.153,41.074,2,60,0,52,4,60,1,53,3,58
-201.11,92.204,-174.29,1,0.109,41.183,1,53,3,58,2,60,0,51,4,60
-201.11,92.214,-174.29,1,0.13,41.313,1,53,3,58,2,60,0,51,4,60
-201.09,92.207,-174.29,1,0.1,41.413,3,58,2,60,0,51,4,60,1,53
-201.12,92.213,-174.29,1,0.112,41.525,4,60,1,53,3,58,2,60,0,51
-201.1,92.217,-174.29,1,0.13,41.655,4,60,1,53,3,58,2,60,0,51
-201.12,92.222,-174.29,1,0.151,41.806,2,60,0,51,4,60,1,53,3,58
-201.1,92.217,-174.29,1,0.082,41.888,1,53,3,58,2,60,0,51,4,60
-201.12,92.211,-174.29,1,0.129,42.017,-4,-7,0,51,4,60,1,53,3,58
-201.11,92.203,-174.29,1,0.122,42.139,1,53,3,58,2,60,0,51,4,60
-201.14,92.22,-174.29,1,0.131,42.27,2,60,0,51,4,60,1,53,3,58
-201.11,92.203,-174.29,1,0.12,42.39,4,60,1,53,3,58,2,60,0,51
-201.09,92.191,-174.29,1,0.122,42.512,1,53,3,58,2,60,0,51,4,60
-201.06,90.869,-174.29,1,0.113,42.625,0,51,4,60,1,53,3,58,2,60
-200.99,88.736,180,1,0.131,42.756,3,58,2,60,4,60,1,53,3,58
-200.95,88.118,180,1,0.141,42.897,2,60,0,51,4,60,3,58,1,53
-200.94,88,180,1,0.1,42.997,2,60,0,51,4,60,1,53,3,58
-200.96,88.001,180,1,0.102,43.099,3,58,1,53,2,60,0,51,4,60
-200.95,88.012,180,1,0.094,43.323,3,58,1,53,2,60,0,51,4,60
-200.97,87.99,180,1,0.157,43.48,0,51,4,60,1,53,3,58,2,60
-200.97,87.99,180,1,0.132,43.612,0,51,4,60,1,53,3,58,2,60
-200.95,88.003,180,1,0.099,43.711,2,60,0,51,4,60,1,53,3,58
-200.96,88.009,180,1,0.141,43.852,2,60,0,51,4,60,1,53,3,58
-200.94,88,180,1,0.1,43.952,4,60,1,53,3,58,2,60,0,51
-200.96,87.994,180,1,0.123,44.075,1,53,3,58,2,60,0,51,4,60
-200.96,88.006,180,1,0.109,44.184,3,58,2,60,0,51,4,60,1,53
-200.96,87.996,180,1,0.111,44.295,4,60,1,53,3,58,2,60,0,51
-200.94,88,180,1,0.133,44.428,1,53,3,58,2,60,0,51,4,60
-200.95,88.012,180,1,0.109,44.537,3,58,2,60,0,51,4,60,1,53
-200.96,88.001,180,1,0.111,44.648,3,58,2,60,0,51,4,60,1,53
-200.96,87.993,180,1,0.15,44.798,2,60,0,51,4,60,1,53,3,58
-200.96,88.009,180,1,0.112,44.91,2,60,0,51,4,60,1,53,3,58
-200.97,87.99,180,1,0.101,45.011,0,51,4,60,1,53,3,58,2,60
-200.97,87.99,180,1,0.16,45.171,1,53,3,58,2,60,0,51,4,60
-200.92,87.367,180,1,0.121,45.292,1,53,3,58,2,60,0,51,4,60
-200.78,85.406,180,1,0.103,45.395,2,60,0,51,4,60,1,53,3,58
-200.69,83.876,180,1,0.119,45.514,1,53,3,58,2,60,0,52,4,60
-200.7,83.674,180,1,0.133,45.647,1,53,3,58,2,60,0,52,4,60
-200.68,83.648,180,1,0.097,45.744,-35,-43,0,52,1,53,3,58,2,60
-200.68,83.685,180,1,0.135,45.879,1,53,3,58,2,60,0,52,4,60
-200.68,83.665,180,1,0.12,45.999,1,53,3,58,0,52,2,60,4,60
-200.67,83.651,180,2,0.1,46.099,2,60,0,51,4,60,1,53,3,58
-200.67,83.687,180,1,0.122,46.221,3,58,2,60,0,50,4,60,1,53
-200.68,83.668,180,1,0.139,46.36,6,-388,4,60,1,53,3,58,2,60
-200.67,83.661,180,1,0.122,46.482,0,51,4,60,1,53,3,58,0,51
-200.67,83.668,180,1,0.101,46.583,3,58,2,60,0,51,4,60,1,53
-200.66,83.684,180,1,0.13,46.713,0,51,4,60,1,53,3,58,2,60
-200.67,83.681,180,1,0.122,46.835,1,53,3,58,2,60,0,52,4,60
-200.67,83.692,180,1,0.12,46.955,-4,-7,1,53,3,58,2,60,0,52
-200.68,83.668,180,1,0.141,47.096,2,60,0,52,4,60,1,53,3,58
-200.66,83.647,180,1,0.079,47.175,1,53,3,58,2,60,0,52,4,60
-200.67,83.68,180,1,0.132,47.307,2,60,0,52,4,60,1,53,3,58
-200.68,83.643,180,1,0.122,47.429,-35,-43,1,53,2,60,0,52,4,60
-200.67,83.672,180,1,0.132,47.561,1,53,3,58,2,60,0,52,4,60
-200.67,83.655,180,1,0.097,47.658,2,60,0,51,4,60,1,53,3,58
-200.67,83.685,180,1,0.123,47.781,0,51,4,60,1,53,3,58,2,60
-200.62,83.604,180,1,0.11,47.891,3,58,0,51,2,60,4,60,1,53
-200.57,82.058,180,1,0.132,48.023,3,58,1,53,2,60,0,51,4,60
-200.55,79.932,180,1,0.14,48.163,4,60,1,53,3,58,2,60,0,52
-200.49,79.538,180,1,0.091,48.254,0,53,4,60,1,53,3,58,2,60
-200.48,79.426,180,1,0.141,48.395,1,53,3,58,2,60,0,55,4,60
-200.48,79.446,180,1,0.121,48.516,4,60,1,53,3,58,0,55,2,60
-200.5,79.423,180,1,0.14,48.656,2,60,4,60,1,53,3,58,2,60
-200.5,79.421,180,1,0.091,48.747,1,53,3,58,2,60,0,55,4,60
-200.49,79.45,180,1,0.12,48.867,2,60,0,55,4,60,1,53,3,58
-200.5,79.472,180,1,0.121,48.988,1,53,3,59,0,55,2,60,4,60
-200.48,79.434,180,1,0.131,49.119,0,55,2,60,4,60,1,53,3,59
-200.49,79.445,180,1,0.123,49.242,4,60,1,53,3,59,2,60,0,55
-200.49,79.45,180,1,0.121,49.363,1,53,3,59,2,60,0,55,4,60
-200.49,79.444,180,1,0.11,49.473,2,60,4,60,1,53,3,59,0,55
-200.48,79.459,180,1,0.13,49.603,-38,-30,1,53,2,60,0,55,4,60
-200.51,79.432,180,1,0.122,49.725,0,55,2,60,4,60,1,53,3,59
-200.49,79.469,180,1,0.121,49.846,1,53,3,59,0,55,2,60,4,60
-200.51,79.432,180,1,0.13,49.976,3,59,2,60,0,55,4,60,1,53
-200.48,79.443,180,1,0.11,50.086,4,60,1,53,3,59,0,55,2,60
-200.49,79.428,180,1,0.133,50.219,3,59,0,55,2,60,4,60,1,53
-200.5,79.449,180,1,0.122,50.341,3,59,2,60,0,55,4,60,1,53
-200.49,79.44,180,1,0.099,50.44,6,-388,3,59,2,60,0,55,4,60
-200.5,79.468,180,1,0.143,50.583,1,53,3,59,0,55,2,60,4,60
-200.49,78.487,180,1,0.1,50.683,2,60,4,60,3,59,1,53,0,55
-200.49,76.417,-174.29,1,0.131,50.814,3,59,0,55,4,60,1,53,3,59
-200.49,75.138,180,1,0.139,50.953,3,59,0,55,2,60,4,60,1,53
-200.47,74.939,180,1,0.092,51.045,3,59,2,60,0,55,4,60,1,53
-200.48,74.961,180,1,0.151,51.196,1,53,3,59,2,60,0,55,4,60
-200.47,74.955,180,1,0.091,51.287,3,59,0,55,2,60,4,60,1,53
-200.47,74.939,180,1,0.16,51.447,2,60,0,55,4,60,1,53,3,59
-200.48,74.924,180,1,0.162,51.609,3,59,2,60,0,55,4,60,1,53
-200.47,74.951,180,1,0.092,51.701,3,59,2,60,0,55,4,60,1,53
-200.49,74.974,180,1,0.098,51.799,2,60,4,60,1,53,3,59,0,55
-200.47,74.938,180,1,0.12,51.919,2,60,0,55,4,60,1,53,3,59
-200.47,74.9,180,1,0.092,52.011,0,55,4,60,1,53,3,59,2,60
-200.46,74.94,180,1,0.112,52.123,4,60,1,53,3,59,2,60,0,55
-200.47,74.923,180,1,0.11,52.233,1,53,3,59,2,60,0,55,4,60
-200.46,74.95,180,1,0.16,52.393,4,60,1,53,3,59,2,60,0,55
-200.46,74.929,180,1,0.092,52.485,2,60,0,55,4,60,1,53,3,59
-200.47,74.975,180,1,0.133,52.618,-4,43,2,60,4,60,1,53,3,59
-200.47,74.977,180,1,0.097,52.715,1,53,2,60,0,55,4,60,1,53
-200.47,74.951,180,1,0.142,52.857,3,59,1,53,0,55,2,60,4,60
-200.48,74.925,180,1,0.091,52.948,4,60,3,59,1,53,2,60,0,55
-200.47,74.954,180,1,0.141,53.089,1,53,3,59,2,60,0,55,4,60
-200.47,74.951,180,1,0.11,53.199,4,60,1,53,3,59,0,55,2,60
-200.51,74.771,180,1,0.142,53.341,2,60,4,60,3,59,1,53,0,55
-200.41,72.953,180,1,0.091,53.432,2,60,0,55,4,60,1,53,3,59
-200.35,71.017,180,1,0.141,53.573,4,-78,4,60,1,53,3,59,0,54
-200.34,70.582,180,1,0.11,53.683,0,54,2,60,4,60,1,53,3,59
-200.35,70.57,180,1,0.141,53.824,-4,23,2,60,0,54,4,60,3,59
-200.34,70.5,180,1,0.093,53.917,0,54,2,60,4,60,3,59,1,53
-200.37,70.539,180,1,0.16,54.077,0,54,4,60,1,53,3,59,0,54
-200.35,70.538,180,1,0.11,54.187,3,59,0,54,2,60,4,60,3,59
-200.37,70.548,180,1,0.131,54.318,1,53,3,59,0,54,2,60,4,60
-200.36,70.575,180,1,0.089,54.407,1,53,3,59,0,54,2,60,4,60
-200.36,70.57,180,1,0.152,54.559,-4,33,2,60,4,60,1,53,3,59
-200.34,70.57,180,1,0.123,54.682,0,54,2,60,4,60,3,59,1,53
-200.37,70.556,180,1,0.099,54.781,1,53,3,59,2,60,0,54,4,60
-200.33,70.547,180,1,0.132,54.913,-4,83,0,54,2,60,4,60,1,53
-200.37,70.569,180,1,0.111,55.024,4,60,1,53,3,59,0,54,2,60
-200.34,70.568,180,1,0.13,55.154,3,59,1,53,0,54,2,60,4,60
-200.37,70.531,180,1,0.11,55.264,2,60,0,55,4,60,1,53,3,59
-200.35,70.565,180,1,0.122,55.386,0,55,2,60,4,60,3,59,1,53
-200.37,70.563,180,1,0.1,55.486,-4,23,0,55,2,60,4,60,1,53
-200.35,70.579,180,1,0.143,55.629,4,60,1,53,3,59,0,55,2,60
-200.36,70.548,180,1,0.129,55.758,1,53,3,59,0,55,2,60,4,60
-200.36,70.574,180,1,0.11,55.868,0,55,4,60,1,53,3,59,0,55
-200.37,70.537,180,1,0.131,55.999,0,55,4,60,3,59,1,53,2,60
-200.3,69.536,174.81,1,0.102,56.101,4,60,1,53,3,59,0,55,2,60
-200.22,67.415,180,1,0.109,56.21,2,60,4,60,1,53,3,59,0,55
-200.22,66.359,180,1,0.143,56.353,1,53,3,59,0,55,2,60,4,60
-200.19,66.274,180,1,0.121,56.474,0,55,2,60,4,60,1,53,3,59
-200.25,66.271,180,1,0.122,56.596,1,53,3,59,0,55,2,60,4,60
-200.21,66.293,180,1,0.129,56.725,1,53,3,59,0,55,2,60,4,60
-200.22,66.3,-174.29,1,0.103,56.828,2,60,4,60,3,59,1,53,0,55
-200.22,66.288,180,1,0.13,56.958,2,60,4,60,1,53,3,59,0,55
-200.22,66.276,180,1,0.099,57.057,-4,83,0,55,2,60,4,60,1,53
-200.19,66.307,180,1,0.13,57.187,0,55,2,60,4,60,1,53,3,59
-200.21,66.291,180,1,0.114,57.301,4,60,3,59,1,53,0,55,2,60
-200.23,66.29,180,1,0.12,57.421,-4,43,2,60,4,60,1,53,3,59
-200.18,66.298,180,1,0.13,57.551,3,59,1,53,2,60,0,55,4,60
-200.25,66.296,180,1,0.131,57.682,2,60,0,55,4,60,1,53,3,59
-200.2,66.29,180,1,0.122,57.804,4,60,3,59,1,53,2,60,0,55
-200.19,66.297,180,1,0.119,57.923,4,60,3,59,1,53,0,55,2,60
-200.23,66.297,180,1,0.103,58.026,3,59,0,55,2,60,4,60,1,53
-200.23,66.296,180,1,0.122,58.148,1,53,3,59,0,55,2,60,4,60
-200.2,66.292,180,1,0.139,58.287,4,60,1,53,3,59,0,55,2,60
-200.21,66.294,180,1,0.089,58.376,-4,43,4,60,3,59,1,53,0,55
-200.23,66.276,180,1,0.143,58.519,1,53,0,55,2,60,4,60,3,59
-200.22,66.281,180,1,0.13,58.649,-4,83,2,60,0,55,4,60,1,53
-200.18,65.975,180,1,0.101,58.75,2,60,4,60,3,59,1,53,0,55
-200.01,64.001,180,1,0.122,58.872,3,59,1,53,2,60,0,54,4,60
-199.96,62.217,180,1,0.12,58.992,2,60,4,60,3,59,1,53,0,54
-199.93,61.916,180,1,0.132,59.124,4,60,3,59,1,53,2,60,0,53
-199.91,61.886,180,1,0.111,59.235,-4,23,2,60,4,60,3,59,1,53
-199.92,61.87,180,1,0.128,59.363,0,54,4,60,1,53,3,59,0,54
-199.94,61.877,-174.29,1,0.112,59.475,1,53,0,54,2,60,4,60,3,59
-199.91,61.873,180,1,0.13,59.605,1,53,2,60,0,54,4,60,3,59
-199.92,61.859,180,1,0.102,59.707,1,53,3,59,2,60,0,54,4,60
-199.97,61.881,180,1,0.141,59.848,3,59,1,53,2,60,0,54,4,60
-199.91,61.873,180,1,0.101,59.949,4,60,3,59,1,53,0,54,2,60
-199.93,61.873,-174.29,1,0.141,60.09,4,60,3,59,1,53,0,55,2,60
-199.92,61.861,180,1,0.103,60.193,2,60,0,55,4,60,1,53,3,59
-199.93,61.868,180,1,0.131,60.324,4,60,3,59,1,53,2,60,0,55
-199.93,61.877,180,1,0.12,60.444,1,53,2,60,0,55,4,60,1,53
-199.93,61.878,180,1,0.121,60.565,3,59,1,53,0,54,2,60,4,60
-199.92,61.872,180,1,0.14,60.705,3,59,1,53,0,54,2,60,4,60
-199.9,61.877,180,1,0.102,60.807,0,54,2,60,4,60,3,59,1,53
-199.91,61.888,180,1,0.121,60.928,2,60,4,60,3,59,1,53,2,60
-199.92,61.892,180,1,0.11,61.038,0,54,2,60,4,60,1,53,3,59
-199.94,61.878,180,1,0.139,61.177,1,53,0,54,2,60,4,60,3,59
-199.92,61.882,180,1,0.142,61.319,1,53,0,53,2,60,4,60,3,59
-199.92,61.882,180,1,0.103,61.422,3,59,0,53,2,60,4,60,3,59
-199.92,60.538,180,1,0.097,61.519,2,60,4,60,3,59,1,53,0,54
-199.98,58.379,180,1,0.125,61.644,2,60,0,54,4,60,3,59,1,53
-199.87,57.486,180,1,0.14,61.784,-4,23,2,60,4,60,3,59,1,53
-199.89,57.369,180,1,0.1,61.884,3,59,1,53,2,60,0,53,4,60
-199.9,57.358,180,1,0.129,62.013,-4,23,2,60,0,53,4,60,3,59
-199.89,57.369,180,1,0.112,62.125,3,59,1,53,0,53,2,60,4,60
-199.86,57.362,180,1,0.093,62.218,4,60,3,59,1,53,0,53,2,60
-199.89,57.364,180,1,0.14,62.358,4,60,3,59,1,53,0,53,2,60
-199.9,57.348,180,1,0.153,62.511,4,60,3,59,1,53,0,52,2,60
-199.87,57.352,180,1,0.101,62.612,-4,-7,4,60,1,53,3,59,0,51
-199.87,57.335,180,1,0.088,62.7,4,60,1,53,3,59,2,60,0,52
-199.87,57.345,180,1,0.164,62.864,4,60,3,59,1,53,0,52,2,60
-199.86,57.349,180,1,0.097,62.961,4,60,3,59,1,53,0,52,2,60
-199.88,57.343,180,1,0.153,63.114,4,60,1,53,3,59,2,60,0,52
-199.87,57.331,180,1,0.1,63.214,2,60,4,60,3,59,1,53,0,52
-199.89,57.337,180,1,0.09,63.304,4,60,3,59,1,53,0,52,2,60
-199.86,57.338,180,1,0.112,63.416,2,60,4,60,3,59,1,53,2,60
-199.88,57.348,180,1,0.141,63.557,4,60,1,53,3,59,0,52,2,60
-199.86,57.341,180,1,0.11,63.667,1,53,0,52,2,60,4,60,3,59
-199.88,57.363,180,1,0.12,63.787,-4,-7,1,53,3,59,0,52,2,60
-199.89,57.348,180,1,0.132,63.919,0,52,4,60,1,53,3,59,2,60
-199.84,57.354,180,1,0.141,64.06,0,52,2,60,4,60,3,59,1,53
-199.89,56.899,180,1,0.091,64.151,4,60,3,59,1,53,0,52,2,60
-199.86,54.809,180,1,0.12,64.271,0,52,2,60,4,60,3,59,1,53
-199.93,53.185,180,1,0.132,64.403,0,52,2,60,4,60,1,53,3,59
-199.89,52.91,180,1,0.099,64.502,2,60,4,60,3,59,1,53,0,52
-199.91,52.888,180,1,0.163,64.665,9,-79,0,52,2,60,4,60,3,59
-199.91,52.888,180,1,0.08,64.745,4,60,3,59,1,53,0,52,2,60
-199.87,52.903,180,1,0.132,64.877,1,53,0,52,2,60,4,60,3,59
-199.88,52.888,180,1,0.119,64.996,3,59,1,53,0,52,2,60,4,60
-199.91,52.911,180,1,0.142,65.138,4,60,1,53,-4,83,0,52,2,60
-199.89,52.903,180,1,0.091,65.229,4,60,1,53,3,59,0,52,2,60
-199.9,52.89,180,1,0.15,65.379,2,60,4,60,3,59,0,52,2,60
-199.91,52.89,180,1,0.103,65.482,1,53,2,60,0,52,4,60,3,59
-199.89,52.918,180,1,0.12,65.602,3,59,1,53,0,52,2,60,4,60
-199.9,52.917,180,1,0.14,65.742,0,52,2,60,4,60,1,53,3,59
-199.88,52.896,180,1,0.122,65.864,3,59,0,52,4,60,1,53,3,59
-199.9,52.898,180,1,0.102,65.966,-4,23,0,52,2,60,4,60,3,59
-199.9,52.897,180,1,0.141,66.107,2,60,4,60,3,59,1,53,0,52
-199.9,52.887,180,1,0.12,66.227,4,60,1,53,3,59,0,52,2,60
-199.91,52.903,180,1,0.11,66.337,1,53,3,59,2,60,0,52,4,60
-199.88,52.889,180,1,0.111,66.448,0,-388,4,60,1,53,3,59,2,60
-199.91,52.901,180,1,0.132,66.58,3,59,0,52,2,60,4,60,1,53
-199.91,52.89,180,1,0.13,66.71,-4,-7,4,60,1,53,3,59,0,52
-199.9,52.897,180,1,0.122,66.832,1,53,3,59,0,52,2,60,4,60
-199.95,51.434,180,1,0.12,66.952,1,53,3,59,2,60,0,52,4,60
-199.89,49.377,174.29,1,0.1,67.052,2,60,4,60,3,59,1,53,0,52
-199.87,48.858,180,1,0.132,67.184,-4,-7,4,60,3,59,1,53,0,52
-199.86,48.772,180,1,0.102,67.286,0,52,2,60,4,60,3,59,1,53
-199.86,48.794,180,1,0.14,67.426,-8,6,4,60,3,59,2,60,0,52
-199.84,48.778,180,1,0.112,67.538,3,59,1,53,0,52,2,60,4,60
-199.86,48.792,174.29,1,0.121,67.659,0,-388,0,52,2,60,4,60,3,59
-199.84,48.774,180,1,0.108,67.767,4,60,1,53,3,59,0,52,2,60
-199.88,48.775,180,1,0.131,67.898,2,60,0,52,4,60,3,59,1,53
-199.85,48.789,180,1,0.131,68.029,0,52,2,60,4,60,3,59,1,53
-199.85,48.786,180,1,0.102,68.131,1,53,0,52,2,60,4,60,3,59
-199.86,48.783,180,1,0.14,68.271,4,60,3,59,0,52,2,60,4,60
-199.86,48.772,180,1,0.131,68.402,-4,13,2,60,4,60,3,59,1,53
-199.86,48.755,180,1,0.081,68.483,1,53,0,52,2,60,4,60,3,59
-199.88,48.773,180,1,0.141,68.624,1,53,0,52,2,60,4,60,3,59
-199.89,48.782,180,1,0.1,68.724,1,53,0,52,2,60,4,60,3,59
-199.88,48.785,180,1,0.151,68.875,-4,-7,0,52,4,60,3,59,1,53
-199.86,48.772,180,1,0.111,68.986,2,60,4,60,3,59,1,53,0,52
-199.86,48.767,180,1,0.111,69.097,3,59,1,53,0,52,2,60,4,60
-199.86,48.773,180,1,0.122,69.219,2,60,4,60,3,59,1,53,2,60
-199.86,48.781,180,1,0.13,69.349,4,60,3,59,1,53,0,52,2,60
-199.87,48.772,174.29,1,0.11,69.459,2,60,4,60,3,59,1,53,2,60
-199.83,48.087,180,1,0.141,69.6,2,60,4,60,3,60,1,55,0,52
-199.8,46.119,180,1,0.101,69.701,1,55,0,52,2,61,4,60,3,60
-199.81,44.763,180,1,0.132,69.833,4,60,3,59,1,54,0,52,2,61
-199.77,44.538,180,1,0.129,69.962,2,61,4,60,3,58,1,54,0,51
-199.76,44.547,180,1,0.093,70.055,-4,33,0,51,2,61,4,60,3,58
-199.77,44.555,180,1,0.129,70.184,1,54,0,51,2,61,4,60,3,58
-199.78,44.539,180,1,0.101,70.285,2,61,4,60,3,58,1,54,2,61
-199.78,44.538,180,1,0.171,70.456,-4,73,1,54,2,61,0,51,4,60
-199.78,44.541,180,1,0.173,70.629,3,58,1,54,0,51,2,61,4,60
-199.74,44.52,180,1,0.1,70.729,3,58,1,54,0,51,2,61,4,60
-199.76,44.514,180,1,0.1,70.829,1,54,2,61,0,51,4,60,3,58
-199.8,44.564,180,1,0.112,70.941,3,58,0,51,2,61,4,60,3,58
-199.76,44.543,180,1,0.1,71.041,-4,3,2,61,4,60,3,58,1,54
-199.8,44.546,180,1,0.11,71.151,4,60,3,58,1,54,0,51,2,61
-199.74,44.542,180,1,0.121,71.272,2,61,4,60,3,58,1,54,0,51
-199.77,44.545,180,1,0.14,71.412,0,51,2,61,4,60,3,58,1,54
-199.78,44.522,180,1,0.091,71.503,-4,73,1,54,0,51,2,61,4,60
