x,y,angle,ID,dt,T,obj0,rssi0,obj1,rssi1,obj2,rssi2,obj3,rssi3,obj4,rssi4
187.23,-119.63,54.462,1,0.066,18.158,3,58,4,63,1,54,-7,36,1,54
187.26,-118.66,-108.43,1,0.164,18.322,1,54,4,62,1,54,3,58,1,54
187.06,-116.69,-119.74,2,0.204,18.526,4,62,1,54,2,60,3,58,4,62
187.17,-116.27,39.806,4,0.14,18.666,3,58,4,62,2,60,3,58,1,54
187.14,-116.29,-113.2,1,0.054,18.84,4,62,1,54,2,60,3,58,4,62
187.09,-116.18,-111.8,2,0.115,18.955,-4,73,1,54,4,62,1,54,3,58
187.11,-116.27,50.194,3,0.055,19.203,1,54,4,62,1,54,2,60,3,58
187.14,-116.34,-113.2,1,0.131,19.334,4,62,1,55,2,60,3,58,4,62
187.14,-116.23,84.289,1,0.113,19.447,1,55,3,58,4,62,1,55,4,62
187.14,-116.23,-116.57,1,0.156,19.603,-4,43,2,60,3,58,4,62,1,55
187.13,-116.21,-116.57,1,0.059,19.777,1,55,-4,73,4,62,1,55,3,58
187.13,-116.27,83.66,1,0.052,20.004,4,62,1,55,2,60,4,62,1,55
187.06,-116.18,-116.57,1,0.054,20.188,4,62,1,55,4,62,1,55,3,58
187.17,-116.23,-113.2,1,0.214,20.402,1,55,2,60,3,58,4,62,1,55
187.15,-116.19,-113.2,1,0.133,20.535,4,62,1,55,4,62,1,55,3,58
187.11,-116.16,45,2,0.047,20.802,1,55,2,60,4,62,1,55,-7,36
187.09,-114.31,-120.96,1,0.209,21.011,1,55,3,58,4,62,1,55,4,62
186.99,-113.04,-123.69,1,0.144,21.155,1,55,2,60,3,58,4,62,1,55
186.98,-112.66,-113.2,2,0.133,21.288,-4,73,1,55,3,58,1,55,2,60
186.96,-112.85,-116.57,1,0.15,21.438,4,62,1,55,3,58,1,55,4,62
187.01,-112.81,-113.2,2,0.056,21.666,1,57,2,60,3,58,4,62,1,57
186.99,-112.61,-116.57,1,0.128,21.794,4,62,1,57,1,57,3,58,1,57
186.98,-112.74,-116.57,1,0.187,21.981,2,60,3,58,4,62,1,57,3,58
186.97,-112.77,-116.57,1,0.047,22.161,1,57,4,62,1,57,-7,36,1,57
186.99,-112.64,-116.57,1,0.046,22.399,3,58,4,62,1,57,3,58,1,57
186.94,-112.68,-123.69,1,0.152,22.551,4,62,1,57,3,58,1,57,4,62
186.99,-112.64,-116.57,1,0.165,22.716,1,57,2,60,3,58,4,62,1,57
187.01,-112.7,-113.2,1,0.078,23.264,4,62,1,57,3,58,1,57,4,62
186.99,-112.76,-116.57,1,0.256,23.52,1,57,2,60,4,62,-4,-7,4,62
186.13,-77.681,66.038,1,0.145,57.345,2,59,3,57,4,59,1,56,-4,63
186.19,-77.627,66.038,1,0.199,57.544,1,56,3,57,1,56,2,59,4,59
186.24,-77.525,66.038,1,0.125,58.228,2,59,4,59,1,56,3,57,1,56
186.37,-70.4,-113.96,1,0.131,69.245,1,56,2,59,3,57,4,59,1,56
-68.884,-143.88,180,1,0.124,92.561,1,56,2,59,3,58,4,58,1,56
-95.447,-144.7,-83.66,1,0.121,93.426,-4,53,3,58,4,59,1,56,2,59
186.6,-43.734,-126.87,1,0.12,95.561,2,59,3,58,4,59,1,55,2,59
-95.556,-144.66,-83.66,2,0.116,99.431,2,59,4,59,1,55,3,58,4,59
33.058,-141.05,180,1,0.136,101.7,6,-78,3,60,4,60,1,56,2,60
-85.87,-143.15,-14.036,1,0.114,104.19,-4,-7,3,59,4,60,1,54,2,59
-93.664,-141.1,153.43,1,0.115,106.57,2,60,3,59,4,59,2,60,3,59
-93.111,-141.07,161.57,1,0.137,107.46,1,54,2,60,3,59,4,59,1,54
-92.687,-140.96,-56.31,1,0.176,107.63,1,54,2,60,3,59,4,59,1,54
-102.46,-142.35,-45,1,0.131,108.2,-4,-7,3,59,4,59,1,54,2,60
-107.99,-143.79,0,1,0.111,111.2,1,54,2,60,4,59,3,60,1,54
-107.99,-143.74,-18.435,1,0.125,115.22,2,60,4,59,3,60,1,54,3,60
-105.57,-143.99,-14.036,1,0.139,117.09,1,54,2,60,3,60,4,59,1,54
-105.68,-143.97,0,1,0.132,118.85,4,59,3,60,1,54,3,60,1,54
-107.95,-143.8,171.87,1,0.129,119.84,3,60,1,54,4,59,1,54,2,60
-105.83,-144.03,-26.565,2,0.142,121.36,4,59,3,60,1,54,4,59,1,54
-106.44,-143.94,170.54,1,0.132,122.1,4,59,3,61,1,54,4,59,1,54
-105.13,-143.98,-36.87,1,0.145,124.86,-4,83,1,54,2,60,3,61,2,60
-105.42,-144,158.2,1,0.195,125.06,4,59,1,54,2,60,4,59,3,61
-107.83,-143.75,-11.31,1,0.131,128.5,2,60,3,61,4,59,1,54,4,59
-105.61,-143.97,-26.565,1,0.135,128.87,1,54,2,60,4,59,3,61,1,54
-104.86,-143.96,-33.69,1,0.134,130.62,1,54,2,60,3,61,2,60,1,54
-105.68,-143.95,158.2,1,0.135,132.38,-4,-7,6,-388,1,54,2,60,4,59
-105.52,-143.96,-45,1,0.11,132.74,2,60,4,59,3,61,1,54,2,60
-105.54,-143.98,-36.87,1,0.124,133.63,2,60,3,61,1,54,2,60,-4,3
-105.58,-143.92,168.69,1,0.131,134.24,-38,-30,1,54,2,60,4,59,3,61
-105.42,-143.99,-21.801,1,0.109,136.37,2,60,1,55,2,60,4,59,3,61
-105.56,-144.02,-45,1,0.115,136.75,3,61,2,60,1,55,2,60,3,61
-105.24,-143.98,-18.435,1,0.121,137.88,2,60,4,59,3,60,1,55,2,60
-105.57,-144.01,-21.801,1,0.117,143.52,-4,-7,2,60,1,55,4,59,2,60
-105.52,-144.01,168.69,1,0.121,147.27,-4,83,-4,3,3,61,1,56,2,61
-105.62,-143.96,-26.565,1,0.147,148.41,1,55,4,59,3,61,1,55,4,59
-108.11,-143.79,180,1,0.131,149.65,1,-77,1,55,4,59,2,61,3,61
-105.09,-143.97,-45,2,0.185,149.84,1,55,2,61,4,59,3,61,1,55
-105.25,-144,-36.87,1,0.109,157.16,2,61,3,61,1,55,2,61,3,61
-105.4,-143.97,-21.801,1,0.138,165.56,1,55,4,59,2,60,3,61,1,55
-108,-143.78,-18.435,2,0.115,170.44,3,59,1,55,4,58,2,60,3,59
-105.57,-144,-21.801,1,0.121,174.71,3,59,4,58,2,60,4,58,3,59
-108.04,-143.82,159.44,2,0.13,179.96,4,58,3,59,4,58,1,55,2,60
-108.2,-143.75,-18.435,2,0.051,180.23,0,-388,4,58,4,58,2,60,3,59
179.31,-11.28,0,1,0.124,187.96,1,55,3,59,2,60,1,55,4,59
180.53,-10.225,0,1,0.124,189.6,2,60,3,59,1,55,4,61,2,60
180.52,-10.215,0,1,0.185,189.79,3,59,1,55,4,61,2,60,1,55
180.49,-10.166,5.7106,1,0.13,189.92,1,55,4,60,2,60,3,59,1,55
180.49,-10.181,5.7106,1,0.09,190.01,1,55,4,58,2,60,3,58,1,55
180.52,-10.196,0,1,0.121,190.13,1,55,4,58,2,60,3,58,1,55
180.51,-10.179,5.7106,1,0.163,190.29,2,60,3,58,1,55,4,58,2,60
180.49,-10.175,0,1,0.1,190.39,1,55,4,59,2,60,3,58,1,55
180.49,-10.187,0,1,0.142,190.54,4,60,2,60,3,59,1,55,4,60
180.52,-10.201,0,1,0.129,190.66,4,61,2,60,3,59,1,55,4,61
180.5,-10.179,0,1,0.121,190.79,-4,73,3,58,1,55,4,61,2,60
180.53,-10.206,0,1,0.132,190.92,3,58,1,55,2,60,4,61,3,58
180.52,-9.8347,0,1,0.13,191.05,3,57,1,55,4,61,2,60,3,57
180.47,-8.4706,0,1,0.12,191.17,3,57,1,55,4,61,2,60,3,57
180.45,-7.6571,0,1,0.12,191.29,1,55,4,60,2,60,3,57,1,55
180.46,-7.6015,0,1,0.133,191.42,3,57,1,55,4,60,2,60,3,57
180.45,-7.5931,0,1,0.111,191.53,1,55,2,60,4,60,3,58,1,55
180.44,-7.5705,0,1,0.13,191.66,4,60,2,60,3,59,1,55,4,60
180.46,-7.5889,0,1,0.13,191.79,4,60,2,60,3,57,1,55,4,60
180.45,-7.613,0,1,0.122,191.91,-35,-43,4,60,3,57,1,55,4,60
180.46,-7.5772,0,1,0.122,192.04,1,55,4,60,2,60,3,57,1,55
180.44,-7.5788,0,1,0.109,192.14,1,55,4,60,2,60,1,55,3,57
180.41,-7.5663,0,1,0.12,192.26,3,57,1,55,4,60,2,60,3,57
180.41,-7.5728,0,1,0.151,192.42,-4,-7,2,60,3,57,1,55,4,60
180.49,-7.5727,0,1,0.102,192.52,1,55,4,60,2,60,3,57,1,55
180.45,-7.5605,6.3402,1,0.151,192.67,1,55,4,60,2,60,3,58,1,55
180.43,-7.5596,0,1,0.12,192.79,-35,-43,4,59,2,60,3,58,1,55
180.38,-7.5532,0,1,0.12,192.91,1,55,4,58,2,60,3,58,1,55
180.4,-7.5809,0,1,0.123,193.03,2,60,3,58,1,55,4,58,2,60
180.39,-7.581,0,1,0.14,193.17,1,55,4,58,2,60,3,58,1,55
180.41,-7.6122,0,1,0.101,193.27,1,55,4,58,2,60,3,58,1,55
180.41,-7.5884,0,1,0.16,193.43,1,55,4,58,2,60,3,57,1,55
180.41,-7.5999,0,1,0.123,193.56,3,57,1,55,4,58,2,60,3,57
180.41,-7.6122,0,1,0.108,193.66,1,55,4,58,2,60,3,57,1,55
180.45,-6.9259,0,1,0.132,193.8,1,55,4,58,2,60,3,57,1,55
180.39,-5.7809,6.3402,1,0.12,193.92,4,58,2,60,3,58,1,55,4,58
180.44,-5.6854,0,1,0.134,194.05,2,60,3,58,1,55,4,58,2,60
180.43,-5.72,0,1,0.13,194.18,-38,-30,1,55,4,58,2,60,3,59
180.44,-5.6896,0,1,0.129,194.31,-4,73,2,60,3,60,1,55,4,59
180.41,-5.6888,0,1,0.1,194.41,2,60,3,58,1,55,4,59,2,60
180.43,-5.7011,0,1,0.133,194.54,-4,83,2,60,3,58,1,55,4,59
180.42,-5.7003,0,1,0.111,194.65,1,55,4,59,2,60,3,58,1,55
180.43,-5.6937,0,1,0.15,194.8,-4,73,1,55,4,59,2,60,3,58
180.42,-5.6971,0,1,0.111,194.91,4,59,2,60,3,58,1,55,4,59
180.42,-5.6863,0,1,0.141,195.05,3,58,1,55,4,59,2,60,3,58
180.42,-5.7159,0,1,0.102,195.16,2,60,4,59,3,58,1,55,2,60
180.43,-5.6838,0,1,0.142,195.3,4,59,2,60,3,58,1,55,4,59
180.42,-5.7003,0,1,0.121,195.42,4,59,2,60,3,57,1,55,4,59
180.42,-5.7052,0,1,0.12,195.54,-4,-7,3,57,1,55,4,59,2,60
180.4,-5.7084,0,1,0.131,195.67,4,59,2,60,3,57,1,55,4,59
180.38,-5.7205,0,1,0.112,195.78,3,57,1,55,4,59,2,60,3,57
180.4,-5.7058,0,1,0.139,195.92,3,57,1,55,4,59,2,60,3,57
180.4,-5.7083,0,1,0.123,196.04,1,55,4,59,2,60,3,57,1,55
180.46,-5.6937,0,1,0.131,196.18,3,57,1,55,4,59,2,60,3,57
180.44,-5.7231,0,1,0.121,196.3,3,57,1,55,4,59,2,60,3,57
180.49,-5.5308,0,1,0.12,196.42,3,57,4,59,3,57,1,55,-4,83
180.37,-4.4426,0,1,0.35,196.77,1,55,4,59,2,60,3,57,4,59
180.43,-3.6127,0,2,0.119,196.89,3,57,1,55,4,59,2,60,3,57
180.4,-3.5298,0,2,0.111,197,-7,36,2,60,3,57,1,55,4,59
181.31,-3.6034,5.7106,1,0.1,197.1,3,58,1,55,4,59,2,60,3,58
182.36,-4.0707,5.7106,1,0.101,197.2,3,58,1,55,1,55,4,59,2,60
183.44,-4.4049,0,1,0.112,197.31,-4,43,4,59,2,60,3,59,1,55
182.96,-4.7657,180,1,0.1,197.41,3,59,1,55,4,59,2,60,3,59
183.51,-4.9323,180,1,0.111,197.52,2,60,3,59,1,55,4,59,2,60
183.59,-4.9336,180,1,0.111,197.63,4,59,2,60,3,59,1,55,4,59
183.44,-4.6167,180,1,0.109,197.74,2,60,3,59,1,55,4,59,2,60
183.58,-4.931,180,1,0.092,197.83,4,59,2,60,2,60,3,59,1,55
183.48,-4.6679,180,1,0.1,197.93,3,59,1,55,4,59,2,60,3,59
183.62,-4.9582,180,1,0.11,198.04,2,60,3,59,1,55,4,59,2,60
183.61,-4.9421,180,1,0.113,198.16,1,55,4,59,2,60,3,59,1,55
183.5,-4.6656,180,1,0.142,198.3,2,60,3,59,1,55,4,59,2,60
183.48,-4.6576,180,1,0.141,198.44,2,60,3,59,1,55,4,61,2,60
183.64,-4.9571,180,1,0.12,198.56,3,58,1,55,4,61,2,60,3,58
183.62,-4.9505,180,1,0.129,198.69,-4,43,4,61,2,60,3,57,1,55
183.59,-4.9743,180,1,0.092,198.78,4,61,2,60,3,58,1,55,4,61
183.63,-4.9515,180,1,0.131,198.91,3,59,1,55,4,60,2,60,3,60
183.62,-4.9696,180,1,0.14,199.05,-8,6,2,60,3,61,1,55,4,60
183.66,-4.3269,180,1,0.144,199.19,4,60,2,60,3,61,1,55,4,60
183.37,-2.5669,180,1,0.118,199.31,1,55,4,60,2,60,3,61,1,55
184.94,-2.3783,180,1,0.112,199.42,1,55,4,60,2,60,3,60,1,55
183.59,-2.4244,180,1,0.12,199.54,4,60,2,60,3,59,1,55,4,60
183.44,-2.1371,180,1,0.129,199.67,4,60,3,59,2,60,1,55,4,60
183.41,-2.0865,180,1,0.125,199.8,2,60,3,59,1,55,4,60,2,60
183.39,-1.9649,180,1,0.129,199.93,1,55,4,60,2,60,3,59,1,55
183.42,-2.0417,180,1,0.141,200.07,2,60,3,59,1,55,4,60,2,60
183.42,-2.0253,180,1,0.102,200.17,3,59,2,60,1,55,4,60,2,60
183.41,-1.9921,180,1,0.119,200.29,3,59,1,55,4,60,2,60,3,59
185.05,-2.2491,180,1,0.133,200.42,1,55,2,60,3,59,1,55,4,60
183.43,-1.8869,-171.87,1,0.139,200.56,2,60,3,59,1,55,4,60,2,60
183.51,-1.9814,-171.87,1,0.132,200.69,4,60,2,60,3,59,4,60,1,55
183.47,-1.8726,-171.87,1,0.111,200.8,4,60,2,60,3,59,1,55,4,60
185.12,-2.2012,-171.87,1,0.12,200.92,2,60,3,59,1,55,4,60,2,60
183.47,-1.9368,-171.87,1,0.132,201.06,2,60,3,59,1,55,4,60,2,60
183.43,-1.9742,-171.87,1,0.121,201.18,1,55,4,60,2,60,3,59,1,55
183.43,-1.9452,180,1,0.14,201.32,3,59,1,55,4,59,2,60,3,59
183.41,-1.8902,180,1,0.112,201.43,4,59,2,60,3,59,1,55,4,59
183.46,-1.9008,180,1,0.14,201.57,3,58,1,55,4,59,2,60,3,58
183.45,-1.935,180,1,0.102,201.67,4,58,2,60,3,58,1,55,4,58
183.42,-1.9051,-171.87,1,0.142,201.81,-4,73,1,55,2,60,3,58,1,55
183.43,-0.83529,180,1,0.11,201.92,4,58,2,60,3,58,1,55,4,58
185.05,-0.0040194,-171.87,1,0.132,202.06,2,60,3,58,1,55,4,58,2,60
185.06,0.094522,180,1,0.132,202.19,4,59,2,60,3,58,1,55,4,60
185.06,0.094522,180,1,0.109,202.3,3,59,1,55,4,59,2,61,3,59
185.05,0.13503,180,1,0.14,202.44,2,61,3,59,1,55,2,61,1,55
185.05,0.17052,180,1,0.174,202.61,3,59,1,55,-4,3,3,59,1,55
185.05,0.1507,180,1,0.136,202.75,2,61,3,59,1,55,2,61,3,59
185.05,0.17052,180,1,0.15,202.9,2,61,1,55,4,57,2,61,3,59
185.06,0.19025,180,1,0.131,203.03,1,55,4,57,2,61,3,59,1,55
185.05,0.17052,180,1,0.117,203.14,1,55,4,57,2,61,3,59,1,55
185.05,0.15204,180,1,0.098,203.24,2,61,3,59,1,55,4,57,2,61
185.07,0.16181,180,1,0.125,203.37,1,55,4,57,2,61,3,59,1,55
185.05,0.15204,180,1,0.13,203.5,2,61,3,59,1,55,2,60,3,59
185.05,0.19106,180,1,0.135,203.63,1,55,4,59,2,60,3,59,1,55
185.05,0.15204,180,1,0.115,203.75,4,60,2,60,3,59,1,55,-4,-7
185.05,0.17052,180,1,0.11,203.86,2,60,3,59,1,55,2,60,3,59
185.05,0.17052,180,1,0.126,203.98,1,55,4,59,2,60,3,59,1,55
185.06,0.17626,180,1,0.116,204.1,1,55,4,60,2,60,1,55,2,60
185.05,0.15204,180,1,0.124,204.22,-7,6,2,60,1,55,4,60,2,60
185.05,0.19106,180,1,0.17,204.39,2,60,1,55,4,60,2,60,1,55
185.05,0.17052,180,1,0.158,204.55,2,60,3,59,1,55,4,60,2,60
185.04,0.55133,-171.87,1,0.126,204.68,1,55,4,60,2,60,3,59,1,55
184.96,1.7147,-171.87,1,0.144,204.82,3,59,1,55,4,60,2,60,3,59
184.94,2.1927,180,1,0.127,204.95,4,60,2,60,3,59,1,55,2,60
184.92,2.2205,180,1,0.145,205.09,1,55,4,60,2,60,3,59,4,60
184.93,2.1987,180,1,0.125,205.22,2,60,3,59,1,55,2,60,1,55
184.93,2.2053,180,1,0.139,205.36,4,60,2,60,3,59,1,55,4,60
184.91,2.198,180,1,0.114,205.47,-4,83,1,55,2,60,1,55,4,59
184.93,2.2053,180,1,0.149,205.62,3,59,1,55,4,59,2,60,3,59
184.97,2.1966,180,1,0.133,205.75,4,59,2,60,3,59,1,55,4,59
183.51,2.1125,180,1,0.116,205.87,2,60,3,59,1,55,4,59,9,-79
184.93,2.2053,180,1,0.159,206.03,2,60,3,59,1,55,4,59,-4,-7
184.93,2.2053,180,1,0.109,206.14,3,59,1,55,2,60,1,55,4,59
184.91,2.2316,180,1,0.138,206.28,2,60,-4,43,2,60,3,59,2,60
2.0384,-139.44,-116.57,1,0.186,206.46,1,55,4,59,2,60,3,59,1,55
184.93,2.1734,180,1,0.186,206.46,3,59,1,55,4,59,2,60,1,55
183.34,2.4319,180,1,0.205,206.67,4,59,2,60,3,59,1,55,2,60
184.93,2.2053,180,1,0.124,206.79,1,55,2,60,1,55,4,59,2,60
184.92,2.2165,180,1,0.152,206.94,1,55,4,59,2,60,3,59,1,55
184.93,2.1715,180,1,0.126,207.07,4,59,2,60,3,59,1,55,4,59
184.93,2.2053,180,1,0.112,207.18,3,59,1,55,4,59,2,60,3,59
184.93,2.2053,180,1,0.127,207.31,1,55,2,60,1,55,4,59,2,60
184.85,3.0197,-171.87,1,0.157,207.46,1,55,4,59,2,60,3,59,1,55
184.82,4.1803,-171.87,1,0.109,207.57,2,60,3,59,1,55,4,59,2,60
184.84,4.2949,-171.87,1,0.14,207.71,2,60,3,59,1,55,4,59,2,60
-102.43,-143.22,-168.69,1,0.133,207.85,1,55,4,59,2,60,1,55,4,59
184.82,4.3045,-171.87,1,0.133,207.85,3,59,1,55,4,59,2,60,1,55
184.81,4.3315,-171.87,1,0.228,208.07,2,60,3,59,1,55,4,59,2,60
184.85,4.2817,-171.87,1,0.126,208.2,1,55,4,59,2,60,1,55,2,60
-69.778,-138.82,-14.036,2,0.169,208.37,2,60,3,58,1,55,4,59,2,60
184.83,4.3094,-171.87,1,0.169,208.37,1,55,2,60,1,55,4,59,2,60
184.85,4.2817,-171.87,1,0.251,208.62,2,60,3,58,1,55,3,58,2,60
184.84,4.3194,-171.87,1,0.189,208.81,3,58,1,55,4,59,2,60,3,58
184.83,4.3098,-171.87,1,0.11,208.92,1,55,4,59,2,60,3,58,1,55
184.81,4.3237,-171.87,1,0.113,209.03,2,60,3,58,1,55,2,60,1,55
184.83,4.2768,-171.87,1,0.149,209.18,-4,43,4,59,2,60,1,55,4,59
184.83,4.3094,-171.87,1,0.11,209.29,3,58,1,55,4,59,2,60,1,55
-72.314,-143.4,0,2,0.142,209.43,2,60,3,58,4,59,2,60,3,58
184.83,4.29,-171.87,1,0.142,209.43,1,55,4,59,2,60,1,55,4,59
-72.359,-143.42,180,1,0.212,209.65,2,60,3,58,1,55,2,60,1,55
184.82,4.3045,-171.87,1,0.212,209.65,2,60,1,55,2,60,1,55,2,60
184.81,4.2825,-171.87,1,0.265,209.91,1,55,4,59,2,60,3,58,1,55
184.82,4.2796,-171.87,1,0.129,210.04,-4,43,4,59,2,60,3,58,1,55
184.8,4.7839,-171.87,1,0.097,210.14,2,59,1,55,2,59,3,58,1,55
184.74,5.9366,-171.87,1,0.171,210.31,-7,6,2,59,1,55,4,59,2,59
184.71,6.5585,180,1,0.155,210.46,1,55,4,59,2,59,3,58,-4,83
184.72,6.5667,180,1,0.138,210.6,2,59,3,58,1,55,4,59,2,59
184.72,6.5667,180,1,0.133,210.73,1,55,4,59,2,59,1,55,2,59
184.71,6.5585,180,1,0.131,210.86,3,58,1,55,4,59,2,59,1,55
184.73,6.5621,180,1,0.141,211.01,2,59,1,55,2,59,3,58,1,55
184.72,6.554,180,1,0.139,211.14,2,59,3,58,1,55,4,59,2,59
184.73,6.5621,180,1,0.144,211.29,2,59,1,55,2,59,3,58,1,55
184.72,6.5852,180,1,0.155,211.44,4,59,2,59,3,58,1,55,2,59
184.72,6.5667,180,1,0.128,211.57,3,58,1,55,4,59,2,59,3,58
184.71,6.5354,180,1,0.119,211.69,1,55,4,59,2,59,1,55,4,59
184.72,6.5509,180,1,0.118,211.81,2,59,3,58,1,55,4,59,2,59
184.7,6.54,180,1,0.114,211.92,3,58,1,55,4,59,2,59,3,58
184.73,6.5621,180,1,0.115,212.04,-4,83,2,59,1,55,4,59,2,59
184.72,6.554,180,1,0.157,212.19,2,59,3,58,4,59,3,58,1,55
184.72,6.5667,180,1,0.177,212.37,3,58,2,59,3,58,1,55,4,59
184.71,6.5585,180,1,0.142,212.51,2,59,3,58,1,55,4,59,2,59
184.73,6.5621,180,1,0.133,212.65,2,59,3,58,1,54,4,59,2,59
184.71,6.5585,180,1,0.133,212.78,3,58,1,54,4,59,2,59,3,58
184.7,7.2536,-171.87,1,0.12,212.9,4,59,2,59,3,58,1,54,4,59
183.1,8.6246,-171.87,1,0.119,213.02,2,59,3,58,1,54,4,59,2,59
184.58,8.7119,-172.87,1,0.114,213.13,-4,73,1,54,2,59,3,58,1,54
184.57,8.7183,-172.87,1,0.124,213.26,4,59,2,59,1,54,4,59,2,59
184.57,8.7034,-172.87,1,0.145,213.4,4,59,2,59,1,54,4,59,2,59
184.57,8.7034,-172.87,1,0.135,213.54,3,58,1,54,4,59,2,59,1,54
184.57,8.7034,-172.87,1,0.138,213.67,2,59,3,58,1,54,4,59,2,59
184.58,8.7119,-172.87,1,0.129,213.8,1,54,2,59,3,58,1,54,4,59
184.58,8.7119,-172.87,1,0.116,213.92,2,59,1,54,2,59,3,58,1,54
184.58,8.7119,-172.87,1,0.142,214.06,4,59,2,59,3,58,1,54,4,59
184.57,8.7183,-172.87,1,0.114,214.18,-4,83,1,54,4,59,2,59,3,58
184.59,8.6956,-172.87,1,0.127,214.3,1,54,2,59,3,58,1,54,4,59
184.59,8.6956,-172.87,1,0.125,214.43,2,59,3,58,1,54,4,59,2,59
184.58,8.7119,-172.87,1,0.132,214.56,1,54,4,59,2,59,1,54,2,59
184.58,8.7119,-172.87,1,0.132,214.69,3,58,4,59,3,58,1,54,2,59
184.57,8.7034,-172.87,1,0.151,214.84,3,58,1,54,4,59,2,59,3,58
184.58,8.7119,-172.87,1,0.134,214.98,2,59,3,58,1,54,4,59,2,59
184.59,8.6956,-172.87,1,0.119,215.1,1,54,4,59,2,59,3,58,1,54
184.57,8.7034,-172.87,1,0.126,215.22,2,59,3,58,4,59,3,58,1,54
184.58,8.7119,-172.87,1,0.152,215.37,4,59,-38,-30,1,54,4,59,2,59
184.57,8.9738,-172.87,1,0.367,215.74,4,59,2,59,1,54,2,59,3,58
184.49,11.062,-172.87,1,0.17,215.91,2,59,4,59,3,58,2,59,4,59
184.48,11.04,-172.87,1,0.153,216.06,3,58,4,58,2,59,3,58,1,54
184.47,11.028,-172.87,1,0.15,216.21,4,58,3,58,4,58,2,59,1,54
184.48,11.063,-172.87,1,0.511,216.72,3,58,4,58,2,59,3,58,1,54
184.48,11.039,-172.87,1,0.108,216.83,2,59,1,54,3,58,4,58,1,54
184.47,11.03,-172.87,1,0.101,216.93,4,58,3,58,2,59,1,54,4,58
184.46,11.035,-172.87,1,0.101,217.03,1,54,4,58,3,58,2,59,4,58
184.5,11.07,-172.87,1,0.35,217.38,1,54,2,59,3,58,2,59,1,54
184.51,11.067,-172.87,1,0.287,217.67,1,54,4,58,3,58,1,54,2,59
184.48,11.025,-172.87,1,0.145,217.82,2,59,3,58,1,54,2,59,3,58
184.47,11.045,-172.87,1,0.33,218.15,3,58,1,54,4,58,2,59,1,54
184.48,11.669,-172.87,1,0.114,218.26,4,58,2,59,3,58,1,54,4,58
184.42,12.917,-172.87,1,0.184,218.44,2,59,3,58,2,59,1,54,4,58
184.39,13.203,-172.87,1,0.315,218.76,3,58,1,54,4,58,2,59,3,58
184.4,13.22,-172.87,1,0.196,218.96,1,54,4,58,2,59,3,58,-4,33
184.4,13.204,-172.87,1,0.218,219.17,1,54,4,58,2,59,3,58,1,54
184.39,13.225,180,1,0.111,219.28,4,58,2,59,1,54,4,58,3,58
184.38,13.206,-172.87,1,0.389,219.67,2,59,1,54,3,58,2,59,4,58
