,0,1,2,3,distance
0,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-1.1359215795202107,289.038469758
1,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-1.1359215795202107,288.327686669
2,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-1.1359215795202107,287.623462882
3,-1.5833212160048498,1.3313491644477968,-2.0224420473077407,-1.1359215795202107,287.61234465900003
4,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-1.1359215795202107,287.434549941
5,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,285.91236174700003
6,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,282.088761208
7,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,281.878144772
8,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,280.039723254
9,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,276.11177157099996
10,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,275.790654664
11,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,273.553070719
12,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,271.814916809
13,-2.460726868198164,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,269.744300403
14,-2.460726868198164,1.3313491644477968,-1.3862890526145766,-1.1359215795202107,268.85393097400004
15,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-1.1359215795202107,267.539233198
16,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-1.1359215795202107,265.773067108
17,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,264.227432527
18,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,263.014178325
19,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,262.575460582
20,-2.460726868198164,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,262.95767891400004
21,-4.215538172584793,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,261.939512102
22,-4.215538172584793,1.7396067488206683,-0.7501360579214129,-1.1359215795202107,260.071706735
23,-4.215538172584793,1.7396067488206683,-0.7501360579214129,-1.1359215795202107,258.59207769
24,-3.3381325203914787,1.7396067488206683,-0.7501360579214129,0.36315609471412463,257.194827794
25,-2.460726868198164,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,256.42117807200003
26,-2.460726868198164,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,255.67644887400002
27,-2.460726868198164,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,255.26475622200002
28,-2.460726868198164,1.7396067488206683,-1.3862890526145766,-0.38638274240304304,255.194148248
29,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,254.697551384
30,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,253.835175655
31,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,253.50725869099998
32,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,252.779634908
33,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,252.23516958599998
34,-1.5833212160048498,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,251.15603835299999
35,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,250.822905979
36,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,250.717159532
37,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,250.71996454400002
38,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,250.697310668
39,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,249.918173371
40,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,249.493819354
41,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,248.833420145
42,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,248.91332334
43,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,248.481967354
44,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,248.508532387
45,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,248.50750853
46,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,247.571323745
47,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-1.1359215795202107,247.06603734400002
48,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.580559055
49,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.40881505299998
50,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.17425483
51,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.14801928900002
52,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-1.1359215795202107,246.13893602
53,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-1.1359215795202107,246.274175587
54,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.283236693
55,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.03639425900002
56,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.18900762599998
57,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,246.048180493
58,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.974678268
59,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.891682863
60,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.786099892
61,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.728474386
62,-0.7059155638115356,1.7396067488206683,-1.3862890526145766,-0.38638274240304304,245.522401821
63,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.618070225
64,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.642214686
65,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.60006319999997
66,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.53352251
67,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.37359148
68,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.45336534900002
69,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.42710572599998
70,-0.7059155638115356,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.273796744
71,-0.7059155638115356,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,245.27044878900003
72,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.354651474
73,-0.7059155638115356,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.08272908599997
74,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,0.36315609471412463,245.001467718
75,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,244.978212297
76,-1.5833212160048498,1.7396067488206683,-0.11398306322824847,-0.38638274240304304,244.998035586
77,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,245.009016683
78,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,244.881994154
79,-2.460726868198164,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,244.885993066
80,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,244.838650317
81,-1.5833212160048498,1.7396067488206683,-0.7501360579214129,-0.38638274240304304,244.918711813
82,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.77836487099998
83,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,1.1126949318312922,244.791938601
84,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.81766820200002
85,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.77312684400002
86,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.86117615700002
87,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.76529063799998
88,-1.5833212160048498,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.82808392
89,0.17149008838177857,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.82915494099998
90,-0.7059155638115356,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.80835368900003
91,-0.7059155638115356,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.76839590900002
92,-0.7059155638115356,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.855653768
93,-0.7059155638115356,1.3313491644477968,-0.7501360579214129,0.36315609471412463,244.77899822
94,-0.7059155638115356,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.807992963
95,-0.7059155638115356,1.3313491644477968,-0.7501360579214129,-0.38638274240304304,244.80593067900003
96,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,244.802659285
97,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,244.82213111
98,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,244.85555006400003
99,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,244.869347795
100,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,244.96552618200002
101,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,244.95865781900002
102,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,-0.38638274240304304,245.01261364400003
103,-0.7059155638115356,1.3313491644477968,-1.3862890526145766,0.36315609471412463,245.09004500000003
104,-0.7059155638115356,1.3313491644477968,-0.11398306322824847,0.36315609471412463,245.154367776
